ID	Value
htd6015	सुंदरबन\N_NNP में\PSP महँगे\JJ और\CC_CCD आलीशान\JJ होटलों\N_NN के\PSP साथ-साथ\N_NN किफायती\JJ होटल\N_NN भी\RP_RPD हैं\V_VAUX ।\RD_PUNC
htd6016	यहाँ\DM_DMD आप\PR_PRP सुंदरबन\N_NNP जंगल\N_NN कैंप\N_NN ,\RD_PUNC सुंदरबन\N_NNP टाइगर\N_NNP कैंप\N_NN ,\RD_PUNC साजनेखली\N_NNP टूरिस्ट\N_NN लॉज\N_NN में\PSP ठहर\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd6017	यहाँ\DM_DMD रहने\V_VM के\PSP लिए\PSP आपको\PR_PRP सिंगल\N_NN ,\RD_PUNC डबल\N_NN बेड-रूम\N_NN और\CC_CCD टेंट\N_NN तक\PSP मिल\V_VM जाएँगे\V_VAUX ।\RD_PUNC
htd6018	यहाँ\DM_DMD किराया\N_NN भी\RP_RPD बहुत\RP_INTF ज्यादा\QT_QTF नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
htd6019	सुंदरबन\N_NNP का\PSP सबसे\RP_INTF रोमांचक\JJ हिस्सा\N_NN नदी\N_NN की\PSP यात्रा\N_NN है\V_VAUX ।\RD_PUNC
htd6020	यह\DM_DMD सूर्योदय\N_NN से\PSP शुरू\V_VM होती\V_VAUX है\V_VAUX और\CC_CCD सूर्यास्त\N_NN होने\V_VM पर\PSP खत्म\V_VM होती\V_VAUX है\V_VAUX ।\RD_PUNC
htd6021	यहाँ\DM_DMD आप\PR_PRP बाघ\N_NN का\PSP दीदार\N_NN कर\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd6022	कम\QT_QTF से\PSP कम\QT_QTF बाघ\N_NN के\PSP पद\N_NN चिन्ह\N_NN तो\RP_RPD आपको\PR_PRP देखने\V_VM को\PSP मिल\V_VM ही\RP_RPD जाएँगे\V_VAUX ।\RD_PUNC
htd6023	वन्य\N_NN जीवन\N_NN को\PSP जानने\V_VM की\PSP इच्छा\N_NN रखने\V_VM वालों\PSP के\PSP लिए\PSP किसी\DM_DMI जन्नत\N_NN से\PSP कम\QT_QTF नहीं\RP_NEG है\V_VAUX नमदफा\N_NNP ।\RD_PUNC
htd6024	चांगलांग\N_NNP जिले\N_NN के\PSP मुख्यालय\N_NN मिआव\N_NNP की\PSP तलहटी\N_NN में\PSP (\RD_SYM जिसका\PR_PRL उच्चारण\N_NN लोग\N_NN मिओ\N_NNP करते\V_VM हैं\V_VAUX )\RD_SYM 1800\QT_QTC वर्ग\N_NN किलोमीटर\N_NN के\PSP क्षेत्रफल\N_NN में\PSP नमदफा\N_NNP राष्‍ट्रीय\N_NN उद्यान\N_NN अवस्थित\V_VM है\V_VAUX ।\RD_PUNC
htd6025	विजयनगर\N_NNP लिसू\N_NNP समुदाय\N_NN के\PSP लोगों\N_NN की\PSP निवासस्थली\N_NN है\V_VAUX ।\RD_PUNC
htd6026	विजयनगर\N_NNP आते\V_VM हुए\V_VAUX रास्ते\N_NN में\PSP आप\PR_PRP बाँस\N_NN की\PSP पत्तियों\N_NN से\PSP बनी\V_VM छोटी\JJ झोपड़ियों\N_NN में\PSP रात\N_NN बिता\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd6027	आप\PR_PRP पदचिन्हों\N_NN को\PSP भी\RP_RPD देख\V_VM पाएँगे\V_VAUX क्या\PR_PRQ पता\N_NN ये\DM_DMD पदचिन्ह\N_NN बाघ\N_NNP ,\RD_PUNC तेंदुआ\N_NNP या\CC_CCD मार्बल्ड\N_NNP कैट\N_NNP के\PSP हैं\V_VAUX ।\RD_PUNC
htd6028	नमदफा\N_NNP की\PSP यात्रा\N_NN आसान\JJ है\V_VAUX और\CC_CCD सस्ती\JJ भी\RP_RPD ।\RD_PUNC
htd6029	आप\PR_PRP सीधे\JJ गुवाहटी\N_NNP आइए\V_VM और\CC_CCD ऊपरी\N_NST असम\N_NNP में\PSP तिनसुकिया\N_NNP होते\V_VM हुए\V_VAUX मिआव\N_NNP के\PSP लिए\PSP निकल\V_VM पड़ें\V_VAUX ।\RD_PUNC
htd6030	यहाँ\DM_DMD आप\PR_PRP सर्किट\N_NNP हाउस\N_NNP में\PSP रात\N_NN बिता\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd6031	इस\DM_DMD जगह\N_NN पर\PSP ठहरने\V_VM की\PSP एकमात्र\QT_QTF अच्छी\JJ जगह\N_NN है\V_VAUX ।\RD_PUNC
htd6032	इसके\DM_DMD बाद\N_NST आप\PR_PRP जीप\N_NN लीजिए\V_VM और\CC_CCD नमदफा\N_NNP के\PSP लिए\PSP निकल\V_VM पड़िए\V_VAUX ।\RD_PUNC
htd6033	जहाँ\DM_DMR तक\PSP पूरे\QT_QTF सफर\N_NN की\PSP बात\N_NN है\V_VAUX तो\RP_RPD निश्‍चित\JJ तौर\N_NN पर\PSP यह\DM_DMD आपके\DM_DMD लिए\PSP आनंददायी\JJ साबित\V_VM होगा\V_VAUX ।\RD_PUNC
htd6034	उड़ीसा\N_NNP के\PSP समुद्र\N_NN तट\N_NN आदि\N_NN काल\N_NN से\PSP ही\RP_RPD लोगों\N_NN को\PSP अपनी\PR_PRF खूबसूरती\N_NN का\PSP तोहफा\N_NN देते\V_VM हैं\V_VAUX ।\RD_PUNC
htd6035	सूर्य\N_NNP ,\RD_PUNC समुद्र\N_NN ,\RD_PUNC रेत\N_NN और\CC_CCD चाँदनी\JJ रात\N_NN का\PSP खूबसूरत\JJ संयोजन\N_NN यहाँ\DM_DMD के\PSP समुद्र\N_NN तटों\N_NN को\PSP इतना\QT_QTF अद्‍भूत\JJ बना\V_VM देता\V_VAUX है\V_VAUX कि\CC_CCS कोई\PR_PRI भी\RP_RPD व्यक्‍ति\N_NN ,\RD_PUNC किसी\DM_DMI भी\RP_RPD समय\N_NN यहाँ\DM_DMD आने\V_VM का\PSP मन\N_NN बना\V_VM सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6036	मैंग्रोव\N_NNP ,\RD_PUNC पेड़\N_NN -\RD_PUNC पौधों\N_NN और\CC_CCD पशु\N_NN -\RD_PUNC पक्षियों\N_NN के\PSP लिहाज\N_NN से\PSP अति\RP_INTF समृद्ध\JJ माना\V_VM जाने\V_VAUX वाला\PSP केंद्रपाड़ा\N_NNP का\PSP पेंठा\N_NNP समुद्र\N_NN तट\N_NN भी\RP_RPD उन्हीं\DM_DMD में\PSP से\PSP एक\QT_QTC है\V_VAUX ।\RD_PUNC
htd6037	हालाँकि\CC_CCS इस\DM_DMD समुद्र\N_NN तट\N_NN की\PSP चमकीली\JJ रेत\N_NN और\CC_CCD बंगाल\N_NNP की\PSP खाड़ी\N_NN से\PSP आने\V_VM वाली\PSP लहरों\N_NN का\PSP शोर\N_NN सदियों\N_NN से\PSP सैलानियों\N_NN को\PSP अपनी\PR_PRF ओर\N_NN खींचता\V_VM रहा\V_VAUX है\V_VAUX ।\RD_PUNC
htd6038	लेकिन\CC_CCD इसके\DM_DMD बाद\N_NST भी\RP_RPD उड़ीसा\N_NNP के\PSP पर्यटन\N_NN मानचित्र\N_NN पर\PSP पेंठा\N_NNP समुद्र\N_NN तट\N_NN को\PSP उचित\JJ जगह\N_NN नहीं\RP_NEG मिल\V_VM सकी\V_VAUX है\V_VAUX ।\RD_PUNC
htd6039	राजधानी\N_NN भुवनेश्‍वर\N_NNP से\PSP इस\DM_DMD समुद्र\N_NN तट\N_NN की\PSP दूरी\N_NN कोई\QT_QTF 130\QT_QTC किलोमीटर\N_NN है\V_VAUX ।\RD_PUNC
htd6040	यहाँ\DM_DMD किराए\N_NN की\PSP कैब\N_NN लेकर\V_VM ही\RP_RPD पहुँचा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6041	केंद्रपाड़ा\N_NNP जिला\N_NN रेल\N_NN मार्ग\N_NN से\PSP जुड़ा\V_VM हुआ\V_VAUX नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
htd6042	कटक-चाँदबली\N_NNP हाई-वे\N_NN पर\PSP करीब\QT_QTF तीन\QT_QTC घंटे\N_NN की\PSP ड्राइव\N_NN के\PSP बाद\N_NST यहाँ\DM_DMD पहुँचा\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6043	इसका\DM_DMD खर्च\N_NN लगभग\RB 3\QT_QTC ,\RD_PUNC 000\QT_QTC रुपये\N_NN आता\V_VM है\V_VAUX ।\RD_PUNC
htd6044	पुरी\QT_QTF और\CC_CCD कोर्णाक\N_NNP के\PSP विपरीत\N_NN पेंठा\N_NNP समुद्र\N_NN तट\N_NN बहुत\RP_INTF बड़ा\JJ नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
htd6045	लेकिन\CC_CCD यहाँ\DM_DMD की\PSP छटा\N_NN बहुत\QT_QTF मनोहारी\JJ है\V_VAUX जो\DM_DMR देखते\V_VM ही\RP_RPD बनती\V_VM है\V_VAUX ।\RD_PUNC
htd6046	इसके\DM_DMD दाहिनी\N_NST तरफ\N_NN भीतरकनिका\N_NNP पक्षी\N_NN विहार\N_NN है\V_VAUX ।\RD_PUNC
htd6047	इसके\DM_DMD बाईं\N_NNP तरफ\N_NN बेरूनी\N_NNP समुद्र\N_NN मुहाना\N_NN है\V_VAUX ।\RD_PUNC
htd6048	दुर्भाग्य\N_NN से\PSP आप\PR_PRP यहाँ\DM_DMD रात\N_NN में\PSP रुकने\V_VM का\PSP मज़ा\N_NN नहीं\RP_NEG ले\V_VM सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd6049	यहाँ\DM_DMD रुकने\V_VM के\PSP लिए\PSP यहाँ\DM_DMD कोई\DM_DMI होटल\N_NN या\CC_CCD रेस्ट\N_NN हाउस\N_NN नहीं\RP_NEG है\V_VAUX ।\RD_PUNC
htd6050	पेंठा\N_NNP में\PSP कदम\N_NN रखते\V_VM ही\RP_RPD दूर\N_NST क्षितिज\N_NN तक\PSP फैली\V_VM एकदम\RP_INTF साफ\JJ बंगाल\N_NNP की\PSP खाड़ी\N_NN नज़र\V_VM आती\V_VAUX है\V_VAUX ।\RD_PUNC
htd6051	यहाँ\DM_DMD सूर्योदय\N_NN और\CC_CCD सूर्यास्त\N_NN को\PSP देखकर\V_VM आत्मा\N_NN अनंत\JJ शांति\N_NN से\PSP भर\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd6052	चीड़\N_NNP और\CC_CCD देवदार\N_NNP के\PSP लंबे\JJ पेड़ों\N_NN के\PSP बीच\N_NST समुद्र\N_NN तट\N_NN की\PSP रेत\N_NN ऐसी\DM_DMD लगती\V_VM है\V_VAUX जैसे\JJ सुनहली\JJ कालीन\N_NN बिछी\V_VM हो\V_VAUX ।\RD_PUNC
htd6053	लाल\JJ केकड़ों\N_NNP और\CC_CCD ओलिव\N_NNP रिडले\N_NNP कछुओं\N_NN का\PSP बेखौफ\JJ इधर-उधर\N_NST टहलना\V_VM पूरे\QT_QTF माहौल\N_NN को\PSP रोमांचक\JJ व\CC_CCD दिलचस्प\JJ बना\V_VM देता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6054	स्थानीय\JJ प्रशासन\N_NN व\CC_CCD पर्यावरणविदों\N_NN के\PSP बीच\N_NST मतभेद\N_NN होने\V_VM की\PSP वजह\N_NN से\PSP पेंठा\N_NNP को\PSP उतना\QT_QTF प्रचार\N_NN नहीं\RP_NEG मिल\V_VM पाया\V_VAUX है\V_VAUX ।\RD_PUNC
htd6055	दीघा\N_NNP समुद्रतट\N_NN का\PSP कोलकाता\N_NNP से\PSP सिर्फ\QT_QTF 36\QT_QTC रुपये\N_NN किराया\N_NN है\V_VAUX ।\RD_PUNC
htd6056	जेब\N_NN के\PSP हल्की\JJ या\CC_CCD भारी\JJ होने\V_VM का\PSP मनोरंजन\N_NN से\PSP जुड़ी\V_VM हमारी\PR_PRP इच्छाओं\N_NN के\PSP साथ\N_NN सीधा\JJ और\CC_CCD गहरा\JJ रिश्‍ता\N_NN होता\V_VM है\V_VAUX ।\RD_PUNC
htd6057	पश्‍चिम\N_NNP बंगाल\N_NNP में\PSP स्थित\V_VM दीघा\N_NNP समुद्रतट\N_NN न\RP_NEG सिर्फ\QT_QTF खूबसूरत\JJ ,\RD_PUNC बल्कि\CC_CCD सस्ता\JJ होने\V_VM की\PSP वजह\N_NN से\PSP जेब\N_NN के\PSP लिहाज\N_NN से\PSP भी\RP_RPD माकूल\JJ है\V_VAUX ।\RD_PUNC
htd6058	यह\DM_DMD समुद्रतट\N_NN मनोरम\JJ सौंदर्य\N_NN का\PSP असाधारण\JJ अनुभव\N_NN भी\RP_RPD कराता\V_VM है\V_VAUX ।\RD_PUNC
htd6059	दीघा\N_NNP हमेशा\N_NST से\PSP असाधारण\JJ रहा\V_VM है\V_VAUX ।\RD_PUNC
htd6060	कोलकाता\N_NNP से\PSP करीब\QT_QTF 187\QT_QTC किलोमीटर\N_NN दूर\N_NST है\V_VAUX ।\RD_PUNC
htd6061	दीघा\N_NNP समुद्रतट\N_NN कोलकाता\N_NNP से\PSP ट्रेन\N_NN का\PSP टिकट\N_NN एक\QT_QTC व्यक्‍ति\N_NN का\PSP सिर्फ\QT_QTF 36\QT_QTC रुपये\N_NN में\PSP आ\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6062	बंगाल\N_NNP की\PSP खाड़ी\N_NN से\PSP लगे\N_NN इसके\DM_DMD सात\QT_QTC किलोमीटर\N_NN लंबे\JJ तट\N_NN की\PSP नीरवता\JJ और\CC_CCD इसका\DM_DMD नाम\N_NN ’\RD_PUNC ब्राइटन\N_NNP ऑफ\N_NNP द\N_NNP ईस्ट\N_NN ’\RD_PUNC रखने\V_VM के\PSP लिए\PSP प्रेरित\V_VM करता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6063	दीघा\N_NNP सड़क\N_NN और\CC_CCD रेलमार्ग\N_NN दोनों\QT_QTC से\PSP जुड़ा\V_VM हुआ\V_VAUX है\V_VAUX ।\RD_PUNC
htd6064	दीघा\N_NNP में\PSP सस्ते\JJ और\CC_CCD महंगे\JJ दोनों\QT_QTC तरह\N_NN के\PSP होटल\N_NN हैं\V_VAUX ।\RD_PUNC
htd6065	होटल\N_NN का\PSP किराया\N_NN आम\N_NN तौर\N_NN पर\PSP 1200\QT_QTC रुपये\N_NN (\RD_SYM डबल-बेड\N_NN रूम\N_NN )\RD_SYM से\PSP लेकर\V_VM 300\QT_QTC रुपये\N_NN प्रतिदिन\N_NN तक\PSP है\V_VAUX ।\RD_PUNC
htd6066	दीघा\N_NNP के\PSP सूर्योदय\N_NN और\CC_CCD सूर्योस्त\N_NN को\PSP देखकर\V_VM लगता\V_VAUX है\V_VAUX मानो\V_VM किसी\DM_DMI कलाकार\N_NN ने\PSP बहुत\QT_QTF करीने\JJ से\PSP कैनवस\N_NN पर\PSP ब्रश\N_NN चलाया\V_VM हो\V_VAUX ।\RD_PUNC
htd6067	लंबे\JJ और\CC_CCD खूबसूरत\JJ पेड़-पौधों\N_NN को\PSP देखकर\V_VM आपका\PR_PRP दिल\N_NN पूर्णता\RB के\PSP अहसास\N_NN से\PSP भर\V_VM जाएगा\V_VAUX ।\RD_PUNC
htd6068	शहरी\JJ शोर\N_NN और\CC_CCD वातावरण\N_NN से\PSP दूर\N_NST यहाँ\DM_DMD सुकून\JJ देने\V_VM वाली\PSP खामोशी\N_NN है\V_VAUX ।\RD_PUNC
htd6069	इसके\DM_DMD अलावा\N_NN ,\RD_PUNC शंकरपुर\N_NNP समुद्रतट\N_NN ,\RD_PUNC अमरावती\N_NNP पार्क\N_NN ,\RD_PUNC जनपुट\N_NNP समुद्रतट\N_NN ,\RD_PUNC मंदरमणि\N_NNP समुद्रतट\N_NN और\CC_CCD चंदनेश्‍वर\N_NNP मंदिर\N_NN दर्शनीय\JJ हैं\V_VAUX ।\RD_PUNC
htd6070	यहाँ\DM_DMD नवंबर\N_NNP से\PSP मार्च\N_NNP तक\PSP सैलानियों\N_NN की\PSP भीड़\N_NN लगी\V_VM रहती\V_VAUX है\V_VAUX ।\RD_PUNC
htd6071	मंदी\N_NNP हो\V_VM या\CC_CCD न\RP_NEG हो\V_VM ,\RD_PUNC सस्ती\JJ और\CC_CCD सरल\JJ यात्रा\N_NN के\PSP लिए\PSP दीघा\N_NNP बेहतरीन\JJ विकल्प\N_NN है\V_VAUX ।\RD_PUNC
htd6072	बंगाल\N_NNP की\PSP खाड़ी\N_NN से\PSP होते\V_VM हुए\V_VAUX बंगाल\N_NNP के\PSP खूबसूरत\JJ समुद्रतट\N_NN पर\PSP जाइए\V_VM और\CC_CCD अपने\PR_PRF अनुभव\N_NN के\PSP संसार\N_NN में\PSP बढ़ोतरी\N_NN कीजिए\V_VAUX ।\RD_PUNC
htd6073	इतिहास\N_NN और\CC_CCD प्राचीन\JJ वास्तुकला\N_NN की\PSP चमक\N_NN यहाँ\DM_DMD इस\DM_DMD प्राचीन\JJ गाँव\N_NN में\PSP सजीव\N_NN हो\V_VM जाती\V_VAUX है\V_VAUX ।\RD_PUNC
htd6074	करीब\QT_QTF तीन\QT_QTC सौ\QT_QTC सालों\N_NN तक\PSP हंपी\N_NNP विजयनगर\N_NNP राज्य\N_NN का\PSP हृदयस्थल\N_NN बना\V_VM हुआ\V_VAUX था\V_VAUX ।\RD_PUNC
htd6075	उस\DM_DMD समय\N_NN विजयनगर\N_NNP राज्य\N_NN कर्नाटक\N_NNP ,\RD_PUNC आंध्र\N_NNP प्रदेश\N_NNP ,\RD_PUNC तमिलनाडु\N_NNP और\CC_CCD केरल\N_NNP (\RD_SYM समूचा\JJ दक्षिण\N_NNP भारत\N_NNP )\RD_SYM तक\PSP फैला\V_VM हुआ\V_VAUX था\V_VAUX ।\RD_PUNC
htd6076	महाराष्‍ट्र\N_NNP का\PSP कुछ\QT_QTF हिस्सा\N_NN भी\RP_RPD विजयनगर\N_NNP के\PSP अधीन\N_NN था\V_VAUX ।\RD_PUNC
htd6077	हंपी\N_NNP विजयनगर\N_NNP की\PSP राजधानी\N_NN थी\V_VAUX ।\RD_PUNC
htd6078	1336\QT_QTC से\PSP 1565\QT_QTC यानी\CC_CCS मुगल\N_NNP काल\N_NN के\PSP पहले\N_NST तक\PSP यह\DM_DMD देश\N_NN का\PSP सबसे\QT_QTF बड़ा\JJ साम्राज्य\N_NN था\V_VAUX ।\RD_PUNC
htd6079	करीब\QT_QTF 26\QT_QTC वर्ग\N_NN किलोमीटर\N_NN क्षेत्र\N_NN में\PSP फैला\V_VM हंपी\N_NNP तुंगभद्रा\N_NNP नदी\N_NN के\PSP तट\N_NN पर\PSP स्थित\V_VM है\V_VAUX ।\RD_PUNC
htd6080	इस\DM_DMD प्राचीन\JJ राजधानी\N_NN को\PSP अच्छी\JJ तरह\N_NN देखने\V_VM के\PSP लिए\PSP आपके\PR_PRP पास\N_NST मजबूत\JJ पैरों\N_NN के\PSP अलावा\N_NN ढेर\QT_QTF सारा\QT_QTF सब्र\N_NN भी\RP_RPD होना\V_VM चाहिए\V_VAUX ।\RD_PUNC
htd6081	इस\DM_DMD पूरे\QT_QTF गाँव\N_NN में\PSP 300\QT_QTC से\PSP ज्यादा\QT_QTF स्मारक\N_NN हैं\V_VAUX ।\RD_PUNC
htd6082	इनमें\DM_DMD से\PSP कम\QT_QTF से\PSP कम\QT_QTF 100\QT_QTC ऐसे\DM_DMD हैं\V_VAUX जिन्हें\PR_PRL जरूर\RP_INTF देखना\V_VM चाहिए\V_VAUX ।\RD_PUNC
htd6083	यहाँ\DM_DMD खड़ा\JJ हर\QT_QTF एक\QT_QTC स्मारक\N_NN अपने\PR_PRF साथ\N_NN एक\QT_QTC अलग\JJ कहानी\N_NN समेटे\V_VM हुए\V_VAUX हैं\V_VAUX ।\RD_PUNC
htd6084	हर\QT_QTF कहानी\N_NN विजयनगर\N_NNP साम्राज्य\N_NN के\PSP वैभव\N_NN से\PSP जुड़ी\V_VM हुई\V_VAUX है\V_VAUX ।\RD_PUNC
htd6085	इस\DM_DMD कड़ी\N_NN में\PSP खास\JJ तौर\N_NN पर\PSP विजय\N_NNP विटाला\N_NNP मंदिर\N_NN परिसर\N_NN का\PSP नाम\N_NN लिया\V_VM जा\V_VAUX सकता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6086	यहाँ\DM_DMD खड़ा\N_NN पाषाण\N_NNP रथ\N_NN ,\RD_PUNC संगीतमयी\JJ स्तंभ\N_NN ,\RD_PUNC पुराने\JJ बाजार\N_NN के\PSP अवशेष\N_NN …\RD_PUNC इस\DM_DMD परिसर\N_NN का\PSP हर\QT_QTF एक\QT_QTC हिस्सा\N_NN वास्तुकला\N_NN का\PSP अद्‍भुत\JJ नमूना\N_NN है\V_VAUX ।\RD_PUNC
htd6087	बेंगलुरू\N_NNP से\PSP 354\QT_QTC किलोमीटर\N_NN की\PSP दूरी\N_NN पर\PSP स्थित\V_VM हंपी\N_NNP सड़क\N_NN और\CC_CCD रेलमार्ग\N_NN से\PSP जुड़ा\V_VM हुआ\V_VAUX है\V_VAUX ।\RD_PUNC
htd6088	हंपी\N_NNP से\PSP महज\N_NN 10\QT_QTC किलोमीटर\N_NN दूर\N_NST स्थित\V_VM होजपेट\N_NNP में\PSP बहुत\QT_QTF से\PSP सस्ते\JJ होटल\N_NN हैं\V_VAUX ।\RD_PUNC
htd6089	हंपी\N_NNP आने\V_VM के\PSP लिए\PSP सबसे\QT_QTF ज्यादा\RP_INTF अच्छा\JJ समय\N_NN अक्‍टूबर\N_NNP से\PSP मार्च\N_NNP के\PSP बीच\N_NST है\V_VAUX ।\RD_PUNC
htd6090	खजुराहो\N_NNP यूनेस्को\N_NNP का\PSP विश्‍व\N_NN विरासत\N_NN स्थल\N_NN है\V_VAUX ।\RD_PUNC
htd6091	वर्ष\N_NN 950\QT_QTC से\PSP 1150\QT_QTC के\PSP बीच\N_NST बने\V_VM खजुराहो\N_NNP के\PSP मंदिरों\N_NN को\PSP वास्तुकला\N_NN का\PSP शानदार\JJ नमूना\N_NN माना\V_VM जाता\V_VAUX है\V_VAUX ।\RD_PUNC
htd6092	इन\DM_DMD मंदिरों\N_NN में\PSP पुरुषों\N_NN और\CC_CCD महिलाओं\N_NN (\RD_SYM कुछ\QT_QTF इन्हें\PR_PRL देवी-देवता\N_NN मानते\V_VM हैं\V_VAUX )\RD_SYM की\PSP विभिन्न\JJ प्रेम\N_NN भंगिमाओं\N_NN में\PSP मूर्तियाँ\N_NN स्थापित\V_VM हैं\V_VAUX ।\RD_PUNC
htd6093	बलुआ\N_NNP पत्थरों\N_NN से\PSP बने\V_VM इन\DM_DMD मंदिरों\N_NN को\PSP आप\PR_PRP घंटों\N_NN निहार\V_VM कर\V_VAUX सकते\V_VAUX हैं\V_VAUX ।\RD_PUNC
